#	Temperatur 7 (°C)	Temperatur 8 (°C)
702	38.75	36.37
703	38.70	36.35
704	38.65	36.34
705	38.61	36.32
706	38.61	36.31
707	38.63	36.29
708	38.69	36.28
709	38.78	36.26
710	38.90	36.25
711	39.04	36.23
712	39.18	36.22
713	39.34	36.20
714	39.51	36.19
715	39.67	36.18
716	39.85	36.16
717	40.03	36.15
718	40.20	36.14
719	40.36	36.13
720	40.53	36.12
721	40.70	36.11
722	40.86	36.10
723	41.02	36.10
724	41.17	36.09
725	41.32	36.09
726	41.46	36.09
727	41.60	36.09
728	41.74	36.09
729	41.87	36.09
730	41.99	36.09
731	42.11	36.10
732	42.23	36.10
733	42.35	36.11
734	42.46	36.12
735	42.57	36.13
736	42.67	36.14
737	42.77	36.16
738	42.86	36.17
739	42.95	36.19
740	43.05	36.20
741	43.13	36.22
742	43.21	36.23
743	43.29	36.25
744	43.37	36.26
745	43.44	36.28
746	43.51	36.30
747	43.58	36.33
748	43.65	36.35
749	43.71	36.37
750	43.78	36.39
751	43.83	36.41
752	43.90	36.43
753	43.95	36.46
754	44.01	36.48
755	44.05	36.50
756	44.06	36.52
757	44.04	36.55
758	43.99	36.57
759	43.90	36.60
760	43.80	36.62
761	43.68	36.64
762	43.54	36.67
763	43.40	36.69
764	43.25	36.71
765	43.09	36.74
766	42.94	36.76
767	42.78	36.78
768	42.62	36.79
769	42.47	36.82
770	42.32	36.83
771	42.16	36.85
772	42.01	36.87
773	41.86	36.88
774	41.73	36.89
775	41.59	36.90
776	41.45	36.92
777	41.33	36.92
778	41.20	36.94
779	41.08	36.94
780	40.96	36.94
781	40.84	36.95
782	40.73	36.95
783	40.63	36.95
784	40.53	36.95
785	40.43	36.95
786	40.33	36.95
787	40.24	36.94
788	40.15	36.94
789	40.07	36.93
790	39.98	36.93
791	39.90	36.92
792	39.83	36.91
793	39.75	36.90
794	39.68	36.89
795	39.61	36.88
796	39.54	36.87
797	39.48	36.86
798	39.42	36.85
799	39.36	36.84
800	39.30	36.83
801	39.25	36.81
802	39.19	36.80
803	39.14	36.78
804	39.09	36.77
805	39.05	36.76
806	39.04	36.74
807	39.07	36.73
808	39.12	36.71
809	39.21	36.69
810	39.33	36.67
811	39.46	36.66
812	39.60	36.65
813	39.76	36.63
814	39.93	36.62
815	40.09	36.60
816	40.27	36.59
817	40.43	36.57
818	40.61	36.56
819	40.77	36.55
820	40.94	36.54
821	41.10	36.53
822	41.26	36.52
823	41.42	36.52
824	41.57	36.51
825	41.72	36.51
826	41.86	36.51
827	42.00	36.51
828	42.13	36.51
829	42.27	36.51
830	42.39	36.51
831	42.51	36.51
832	42.62	36.52
833	42.73	36.52
834	42.84	36.53
835	42.94	36.54
836	43.05	36.55
837	43.15	36.56
838	43.24	36.58
839	43.33	36.59
840	43.42	36.60
841	43.50	36.62
842	43.58	36.64
843	43.66	36.65
844	43.74	36.67
845	43.81	36.68
846	43.88	36.70
847	43.95	36.72
848	44.02	36.74
849	44.08	36.77
850	44.14	36.79
851	44.20	36.81
852	44.25	36.82
853	44.31	36.85
854	44.36	36.87
855	44.40	36.89
856	44.42	36.91
857	44.40	36.94
858	44.34	36.96
859	44.26	36.98
860	44.16	37.00
861	44.03	37.03
862	43.89	37.05
863	43.76	37.07
864	43.60	37.09
865	43.44	37.12
866	43.29	37.13
867	43.14	37.15
868	42.98	37.18
869	42.82	37.19
870	42.67	37.21
871	42.51	37.22
872	42.37	37.24
873	42.22	37.25
874	42.07	37.26
875	41.94	37.27
876	41.81	37.28
877	41.67	37.29
878	41.55	37.30
879	41.42	37.30
880	41.31	37.31
881	41.20	37.31
882	41.09	37.32
883	40.98	37.32
884	40.88	37.31
885	40.78	37.31
886	40.68	37.31
887	40.59	37.30
888	40.50	37.30
889	40.41	37.29
890	40.33	37.29
891	40.25	37.28
892	40.17	37.27
893	40.09	37.26
894	40.02	37.25
895	39.96	37.24
896	39.89	37.22
897	39.83	37.22
898	39.76	37.20
899	39.70	37.19
900	39.64	37.17
901	39.58	37.16
902	39.53	37.15
903	39.48	37.13
904	39.43	37.12
905	39.39	37.10
906	39.37	37.09
907	39.39	37.07
908	39.46	37.05
909	39.54	37.04
910	39.65	37.02
911	39.78	37.00
912	39.92	36.99
913	40.08	36.97
914	40.24	36.95
915	40.41	36.94
916	40.58	36.93
917	40.75	36.92
918	40.92	36.90
919	41.09	36.89
920	41.25	36.87
921	41.42	36.87
922	41.57	36.86
923	41.73	36.85
924	41.88	36.85
925	42.03	36.85
926	42.17	36.84
927	42.30	36.84
928	42.44	36.84
929	42.57	36.84
930	42.70	36.84
931	42.81	36.85
932	42.93	36.84
933	43.04	36.85
934	43.15	36.86
935	43.26	36.87
936	43.35	36.88
937	43.45	36.89
938	43.54	36.90
939	43.63	36.91
940	43.72	36.93
941	43.81	36.94
942	43.88	36.96
943	43.96	36.97
944	44.04	36.99
945	44.11	37.00
946	44.19	37.03
947	44.25	37.04
948	44.32	37.06
949	44.38	37.08
950	44.44	37.10
951	44.50	37.12
952	44.55	37.14
953	44.61	37.16
954	44.67	37.18
955	44.71	37.20
956	44.73	37.23
957	44.72	37.25
958	44.67	37.27
959	44.60	37.30
960	44.50	37.32
961	44.37	37.33
962	44.25	37.36
963	44.10	37.38
964	43.95	37.41
965	43.80	37.42
966	43.64	37.45
967	43.48	37.46
968	43.32	37.48
969	43.17	37.50
970	43.01	37.52
971	42.85	37.53
972	42.71	37.55
973	42.56	37.56
974	42.41	37.58
975	42.27	37.59
976	42.14	37.59
977	42.01	37.60
978	41.88	37.61
979	41.76	37.61
980	41.64	37.62
981	41.52	37.62
982	41.41	37.62
983	41.31	37.62
984	41.20	37.62
985	41.10	37.62
986	41.00	37.62
987	40.91	37.61
988	40.82	37.61
989	40.73	37.60
990	40.65	37.60
991	40.57	37.59
992	40.48	37.57
993	40.41	37.57
994	40.34	37.55
995	40.27	37.55
996	40.21	37.53
997	40.13	37.52
998	40.07	37.51
999	40.01	37.49
1000	39.94	37.48
1001	39.89	37.46
1002	39.83	37.45
